C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,C,Sean Monahan (11669233),Sean Monahan,11669233,C/UTIL,6000,WPG@CGY 11/21/2018 10:00PM ET,CGY,4.49
,,,,,,,,,,LW,Johnny Gaudreau (11669695),Johnny Gaudreau,11669695,W/UTIL,6000,WPG@CGY 11/21/2018 10:00PM ET,CGY,4.17
,,,,,,,,,,D,Dougie Hamilton (11670385),Dougie Hamilton,11670385,D/UTIL,5900,TOR@CAR 11/21/2018 07:00PM ET,CAR,3.28
,,,,,,,,,,C,Dylan Larkin (11669237),Dylan Larkin,11669237,C/UTIL,5900,BOS@DET 11/21/2018 07:30PM ET,DET,4.26
,,,,,,,,,,C,Aleksander Barkov (11669239),Aleksander Barkov,11669239,C/UTIL,5900,FLA@TB 11/21/2018 07:30PM ET,FLA,3.77
,,,,,,,,,,LW,Yanni Gourde (11669697),Yanni Gourde,11669697,W/UTIL,5900,FLA@TB 11/21/2018 07:30PM ET,TB,3.48
,,,,,,,,,,LW,Rickard Rakell (11669699),Rickard Rakell,11669699,W/UTIL,5900,VAN@ANH 11/21/2018 10:00PM ET,ANH,3.24
,,,,,,,,,,D,Cam Fowler (11670383),Cam Fowler,11670383,D/UTIL,5900,VAN@ANH 11/21/2018 10:00PM ET,ANH,3.45
,,,,,,,,,,RW,Brendan Gallagher (11669703),Brendan Gallagher,11669703,W/UTIL,5800,MON@NJ 11/21/2018 07:00PM ET,MON,3.88
,,,,,,,,,,C,Evgeny Kuznetsov (11669241),Evgeny Kuznetsov,11669241,C/UTIL,5800,CHI@WAS 11/21/2018 07:00PM ET,WAS,4.22
,,,,,,,,,,LW,Brady Tkachuk (11669705),Brady Tkachuk,11669705,W/UTIL,5800,OTT@MIN 11/21/2018 08:00PM ET,OTT,4.3
,,,,,,,,,,C,Bo Horvat (11669243),Bo Horvat,11669243,C/UTIL,5800,VAN@ANH 11/21/2018 10:00PM ET,VAN,3.76
,,,,,,,,,,D,Alexander Edler (11670387),Alexander Edler,11670387,D/UTIL,5800,VAN@ANH 11/21/2018 10:00PM ET,VAN,4
,,,,,,,,,,RW,Elias Lindholm (11669701),Elias Lindholm,11669701,W/UTIL,5800,WPG@CGY 11/21/2018 10:00PM ET,CGY,4.02
,,,,,,,,,,LW,James van Riemsdyk (11669711),James van Riemsdyk,11669711,W/UTIL,5700,PHI@BUF 11/21/2018 07:30PM ET,PHI,3.25
,,,,,,,,,,C,Nico Hischier (11669247),Nico Hischier,11669247,C/UTIL,5700,MON@NJ 11/21/2018 07:00PM ET,NJ,3.27
,,,,,,,,,,D,John Klingberg (11670389),John Klingberg,11670389,D/UTIL,5700,DAL@PIT 11/21/2018 07:00PM ET,DAL,3.84
,,,,,,,,,,LW,Alex DeBrincat (11669713),Alex DeBrincat,11669713,W/UTIL,5700,CHI@WAS 11/21/2018 07:00PM ET,CHI,3.69
,,,,,,,,,,LW,Micheal Ferland (11669709),Micheal Ferland,11669709,W/UTIL,5700,TOR@CAR 11/21/2018 07:00PM ET,CAR,3.7
,,,,,,,,,,C,Vincent Trocheck (11669245),Vincent Trocheck,11669245,C/UTIL,5700,FLA@TB 11/21/2018 07:30PM ET,FLA,3.46
,,,,,,,,,,LW,Ryan Dzingel (11669707),Ryan Dzingel,11669707,W/UTIL,5700,OTT@MIN 11/21/2018 08:00PM ET,OTT,3.55
,,,,,,,,,,RW,Jason Pominville (11669717),Jason Pominville,11669717,W/UTIL,5600,PHI@BUF 11/21/2018 07:30PM ET,BUF,3.34
,,,,,,,,,,RW,Patric Hornqvist (11669719),Patric Hornqvist,11669719,W/UTIL,5600,DAL@PIT 11/21/2018 07:00PM ET,PIT,3.68
,,,,,,,,,,C,Jonathan Toews (11669249),Jonathan Toews,11669249,C/UTIL,5600,CHI@WAS 11/21/2018 07:00PM ET,CHI,3.74
,,,,,,,,,,D,Brent Seabrook (11670393),Brent Seabrook,11670393,D/UTIL,5600,CHI@WAS 11/21/2018 07:00PM ET,CHI,3.43
,,,,,,,,,,RW,Viktor Arvidsson (11669715),Viktor Arvidsson,11669715,W/UTIL,5600,STL@NSH 11/21/2018 08:00PM ET,NSH,4
,,,,,,,,,,D,Alex Pietrangelo (11670391),Alex Pietrangelo,11670391,D/UTIL,5600,STL@NSH 11/21/2018 08:00PM ET,STL,3.40
,,,,,,,,,,RW,Jakub Voracek (11669723),Jakub Voracek,11669723,W/UTIL,5500,PHI@BUF 11/21/2018 07:30PM ET,PHI,3.34
,,,,,,,,,,C,Mathew Barzal (11669251),Mathew Barzal,11669251,C/UTIL,5500,NYI@NYR 11/21/2018 07:00PM ET,NYI,3.05
,,,,,,,,,,D,Torey Krug (11670397),Torey Krug,11670397,D/UTIL,5500,BOS@DET 11/21/2018 07:30PM ET,BOS,3.17
,,,,,,,,,,D,Charlie McAvoy (11670399),Charlie McAvoy,11670399,D/UTIL,5500,BOS@DET 11/21/2018 07:30PM ET,BOS,3.36
,,,,,,,,,,RW,Brock Boeser (11669721),Brock Boeser,11669721,W/UTIL,5500,VAN@ANH 11/21/2018 10:00PM ET,VAN,3.5
,,,,,,,,,,C,Travis Zajac (11669253),Travis Zajac,11669253,C/UTIL,5400,MON@NJ 11/21/2018 07:00PM ET,NJ,2.89
,,,,,,,,,,D,Shea Weber (11670395),Shea Weber,11670395,D/UTIL,5400,MON@NJ 11/21/2018 07:00PM ET,MON,0
,,,,,,,,,,C,Lars Eller (11669255),Lars Eller,11669255,C/UTIL,5400,CHI@WAS 11/21/2018 07:00PM ET,WAS,2.68
,,,,,,,,,,LW,William Nylander (11669727),William Nylander,11669727,W/UTIL,5400,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,D,Victor Hedman (11670401),Victor Hedman,11670401,D/UTIL,5400,FLA@TB 11/21/2018 07:30PM ET,TB,3.32
,,,,,,,,,,LW,Matthew Tkachuk (11669725),Matthew Tkachuk,11669725,W/UTIL,5400,WPG@CGY 11/21/2018 10:00PM ET,CGY,4.19
,,,,,,,,,,C,Nazem Kadri (11669257),Nazem Kadri,11669257,C/UTIL,5300,TOR@CAR 11/21/2018 07:00PM ET,TOR,2.76
,,,,,,,,,,RW,Teuvo Teravainen (11669731),Teuvo Teravainen,11669731,W/UTIL,5300,TOR@CAR 11/21/2018 07:00PM ET,CAR,3.18
,,,,,,,,,,RW,Tyler Johnson (11669729),Tyler Johnson,11669729,W/UTIL,5300,FLA@TB 11/21/2018 07:30PM ET,TB,3.15
,,,,,,,,,,D,Hampus Lindholm (11670403),Hampus Lindholm,11670403,D/UTIL,5300,VAN@ANH 11/21/2018 10:00PM ET,ANH,3.10
,,,,,,,,,,RW,Travis Konecny (11669733),Travis Konecny,11669733,W/UTIL,5200,PHI@BUF 11/21/2018 07:30PM ET,PHI,2.8
,,,,,,,,,,C,Brock Nelson (11669259),Brock Nelson,11669259,C/UTIL,5200,NYI@NYR 11/21/2018 07:00PM ET,NYI,3.53
,,,,,,,,,,RW,Mats Zuccarello (11669735),Mats Zuccarello,11669735,W/UTIL,5200,NYI@NYR 11/21/2018 07:00PM ET,NYR,3.02
,,,,,,,,,,D,Neal Pionk (11670407),Neal Pionk,11670407,D/UTIL,5200,NYI@NYR 11/21/2018 07:00PM ET,NYR,3.47
,,,,,,,,,,D,Matt Niskanen (11670405),Matt Niskanen,11670405,D/UTIL,5200,CHI@WAS 11/21/2018 07:00PM ET,WAS,2.92
,,,,,,,,,,LW,Blake Coleman (11669737),Blake Coleman,11669737,W/UTIL,5100,MON@NJ 11/21/2018 07:00PM ET,NJ,3.10
,,,,,,,,,,RW,Tom Wilson (11669739),Tom Wilson,11669739,W/UTIL,5100,CHI@WAS 11/21/2018 07:00PM ET,WAS,4.12
,,,,,,,,,,D,P.K. Subban (11670409),P.K. Subban,11670409,D/UTIL,5100,STL@NSH 11/21/2018 08:00PM ET,NSH,3.44
,,,,,,,,,,D,Ryan Suter (11670411),Ryan Suter,11670411,D/UTIL,5100,OTT@MIN 11/21/2018 08:00PM ET,MIN,3.10
,,,,,,,,,,C,Alex Galchenyuk (11669261),Alex Galchenyuk,11669261,C/UTIL,5100,VGK@ARI 11/21/2018 09:00PM ET,ARI,3.04
,,,,,,,,,,RW,Ondrej Kase (11669741),Ondrej Kase,11669741,W/UTIL,5100,VAN@ANH 11/21/2018 10:00PM ET,ANH,3.5
,,,,,,,,,,D,Jeff Petry (11670417),Jeff Petry,11670417,D/UTIL,5000,MON@NJ 11/21/2018 07:00PM ET,MON,3.52
,,,,,,,,,,C,Kevin Hayes (11669263),Kevin Hayes,11669263,C/UTIL,5000,NYI@NYR 11/21/2018 07:00PM ET,NYR,2.81
,,,,,,,,,,RW,Kasperi Kapanen (11669745),Kasperi Kapanen,11669745,W/UTIL,5000,TOR@CAR 11/21/2018 07:00PM ET,TOR,2.90
,,,,,,,,,,RW,Jake DeBrusk (11669743),Jake DeBrusk,11669743,W/UTIL,5000,BOS@DET 11/21/2018 07:30PM ET,BOS,2.6
,,,,,,,,,,D,Mike Green (11670413),Mike Green,11670413,D/UTIL,5000,BOS@DET 11/21/2018 07:30PM ET,DET,3.5
,,,,,,,,,,D,Ryan McDonagh (11670415),Ryan McDonagh,11670415,D/UTIL,5000,FLA@TB 11/21/2018 07:30PM ET,TB,3.40
,,,,,,,,,,RW,Craig Smith (11669747),Craig Smith,11669747,W/UTIL,5000,STL@NSH 11/21/2018 08:00PM ET,NSH,3.02
,,,,,,,,,,RW,Reilly Smith (11669749),Reilly Smith,11669749,W/UTIL,5000,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.64
,,,,,,,,,,RW,Sam Reinhart (11669753),Sam Reinhart,11669753,W/UTIL,4900,PHI@BUF 11/21/2018 07:30PM ET,BUF,2.86
,,,,,,,,,,RW,Wayne Simmonds (11669755),Wayne Simmonds,11669755,W/UTIL,4900,PHI@BUF 11/21/2018 07:30PM ET,PHI,2.95
,,,,,,,,,,D,Sami Vatanen (11670419),Sami Vatanen,11670419,D/UTIL,4900,MON@NJ 11/21/2018 07:00PM ET,NJ,3.09
,,,,,,,,,,D,Damon Severson (11670423),Damon Severson,11670423,D/UTIL,4900,MON@NJ 11/21/2018 07:00PM ET,NJ,2.82
,,,,,,,,,,LW,Patrick Marleau (11669751),Patrick Marleau,11669751,W/UTIL,4900,TOR@CAR 11/21/2018 07:00PM ET,TOR,2.69
,,,,,,,,,,D,Justin Faulk (11670421),Justin Faulk,11670421,D/UTIL,4900,TOR@CAR 11/21/2018 07:00PM ET,CAR,3
,,,,,,,,,,RW,Frank Vatrano (11669759),Frank Vatrano,11669759,W/UTIL,4900,FLA@TB 11/21/2018 07:30PM ET,FLA,2.68
,,,,,,,,,,C,Ryan Johansen (11669267),Ryan Johansen,11669267,C/UTIL,4900,STL@NSH 11/21/2018 08:00PM ET,NSH,3.33
,,,,,,,,,,C,Carl Soderberg (11669265),Carl Soderberg,11669265,C/UTIL,4900,COL@LA 11/21/2018 10:30PM ET,COL,3
,,,,,,,,,,RW,Dustin Brown (11669757),Dustin Brown,11669757,W/UTIL,4900,COL@LA 11/21/2018 10:30PM ET,LA,3.25
,,,,,,,,,,D,Tyson Barrie (11670425),Tyson Barrie,11670425,D/UTIL,4900,COL@LA 11/21/2018 10:30PM ET,COL,3.3
,,,,,,,,,,D,Rasmus Ristolainen (11670431),Rasmus Ristolainen,11670431,D/UTIL,4800,PHI@BUF 11/21/2018 07:30PM ET,BUF,3.10
,,,,,,,,,,LW,Paul Byron (11669761),Paul Byron,11669761,W/UTIL,4800,MON@NJ 11/21/2018 07:00PM ET,MON,3.24
,,,,,,,,,,LW,Jake Guentzel (11669765),Jake Guentzel,11669765,W/UTIL,4800,DAL@PIT 11/21/2018 07:00PM ET,PIT,3.34
,,,,,,,,,,C,Jordan Staal (11669269),Jordan Staal,11669269,C/UTIL,4800,TOR@CAR 11/21/2018 07:00PM ET,CAR,2.95
,,,,,,,,,,RW,Brayden Schenn (11669763),Brayden Schenn,11669763,W/UTIL,4800,STL@NSH 11/21/2018 08:00PM ET,STL,3
,,,,,,,,,,LW,Jaden Schwartz (11669773),Jaden Schwartz,11669773,W/UTIL,4800,STL@NSH 11/21/2018 08:00PM ET,STL,2.63
,,,,,,,,,,LW,Michael Grabner (11669767),Michael Grabner,11669767,W/UTIL,4800,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.87
,,,,,,,,,,LW,Max Pacioretty (11669771),Max Pacioretty,11669771,W/UTIL,4800,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.42
,,,,,,,,,,D,Oliver Ekman-Larsson (11670429),Oliver Ekman-Larsson,11670429,D/UTIL,4800,VGK@ARI 11/21/2018 09:00PM ET,ARI,3.03
,,,,,,,,,,LW,Nikolaj Ehlers (11669769),Nikolaj Ehlers,11669769,W/UTIL,4800,WPG@CGY 11/21/2018 10:00PM ET,WPG,2.45
,,,,,,,,,,D,Travis Hamonic (11670427),Travis Hamonic,11670427,D/UTIL,4800,WPG@CGY 11/21/2018 10:00PM ET,CGY,3.04
,,,,,,,,,,C,Jeff Carter (11669271),Jeff Carter,11669271,C/UTIL,4800,COL@LA 11/21/2018 10:30PM ET,LA,2.82
,,,,,,,,,,D,Ivan Provorov (11670441),Ivan Provorov,11670441,D/UTIL,4700,PHI@BUF 11/21/2018 07:30PM ET,PHI,2.6
,,,,,,,,,,LW,Jakub Vrana (11669777),Jakub Vrana,11669777,W/UTIL,4700,CHI@WAS 11/21/2018 07:00PM ET,WAS,2.55
,,,,,,,,,,D,Dmitry Orlov (11670435),Dmitry Orlov,11670435,D/UTIL,4700,CHI@WAS 11/21/2018 07:00PM ET,WAS,2.52
,,,,,,,,,,RW,Alexander Steen (11669779),Alexander Steen,11669779,W/UTIL,4700,STL@NSH 11/21/2018 08:00PM ET,STL,3.03
,,,,,,,,,,D,Jonas Brodin (11670433),Jonas Brodin,11670433,D/UTIL,4700,OTT@MIN 11/21/2018 08:00PM ET,MIN,2.33
,,,,,,,,,,C,Cody Eakin (11669273),Cody Eakin,11669273,C/UTIL,4700,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.71
,,,,,,,,,,C,William Karlsson (11669275),William Karlsson,11669275,C/UTIL,4700,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.98
,,,,,,,,,,C,Derek Stepan (11669277),Derek Stepan,11669277,C/UTIL,4700,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.74
,,,,,,,,,,D,Shea Theodore (11670437),Shea Theodore,11670437,D/UTIL,4700,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.93
,,,,,,,,,,D,Alex Goligoski (11670439),Alex Goligoski,11670439,D/UTIL,4700,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.64
,,,,,,,,,,RW,Jakob Silfverberg (11669775),Jakob Silfverberg,11669775,W/UTIL,4700,VAN@ANH 11/21/2018 10:00PM ET,ANH,2.62
,,,,,,,,,,RW,Joel Armia (11669781),Joel Armia,11669781,W/UTIL,4600,MON@NJ 11/21/2018 07:00PM ET,MON,2.75
,,,,,,,,,,D,Kevin Shattenkirk (11670449),Kevin Shattenkirk,11670449,D/UTIL,4600,NYI@NYR 11/21/2018 07:00PM ET,NYR,2.43
,,,,,,,,,,D,Jaccob Slavin (11670445),Jaccob Slavin,11670445,D/UTIL,4600,TOR@CAR 11/21/2018 07:00PM ET,CAR,2.85
,,,,,,,,,,LW,J.T. Miller (11669785),J.T. Miller,11669785,W/UTIL,4600,FLA@TB 11/21/2018 07:30PM ET,TB,2.68
,,,,,,,,,,D,Ryan Ellis (11670447),Ryan Ellis,11670447,D/UTIL,4600,STL@NSH 11/21/2018 08:00PM ET,NSH,2.86
,,,,,,,,,,C,Colin White (11669285),Colin White,11669285,C/UTIL,4600,OTT@MIN 11/21/2018 08:00PM ET,OTT,2.62
,,,,,,,,,,RW,Charlie Coyle (11669783),Charlie Coyle,11669783,W/UTIL,4600,OTT@MIN 11/21/2018 08:00PM ET,MIN,2.17
,,,,,,,,,,D,Cody Ceci (11670453),Cody Ceci,11670453,D/UTIL,4600,OTT@MIN 11/21/2018 08:00PM ET,OTT,2.76
,,,,,,,,,,C,Paul Stastny (11669281),Paul Stastny,11669281,C/UTIL,4600,VGK@ARI 11/21/2018 09:00PM ET,VGK,2
,,,,,,,,,,D,Jacob Trouba (11670451),Jacob Trouba,11670451,D/UTIL,4600,WPG@CGY 11/21/2018 10:00PM ET,WPG,2.92
,,,,,,,,,,C,Anze Kopitar (11669283),Anze Kopitar,11669283,C/UTIL,4600,COL@LA 11/21/2018 10:30PM ET,LA,2.77
,,,,,,,,,,D,Ian Cole (11670443),Ian Cole,11670443,D/UTIL,4600,COL@LA 11/21/2018 10:30PM ET,COL,2.88
,,,,,,,,,,D,Robert Hagg (11670459),Robert Hagg,11670459,D/UTIL,4500,PHI@BUF 11/21/2018 07:30PM ET,PHI,2.8
,,,,,,,,,,RW,Andrew Shaw (11669787),Andrew Shaw,11669787,W/UTIL,4500,MON@NJ 11/21/2018 07:00PM ET,MON,2.76
,,,,,,,,,,LW,Pavel Buchnevich (11669789),Pavel Buchnevich,11669789,W/UTIL,4500,NYI@NYR 11/21/2018 07:00PM ET,NYR,2.46
,,,,,,,,,,RW,Jordan Eberle (11669793),Jordan Eberle,11669793,W/UTIL,4500,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.5
,,,,,,,,,,D,Ryan Pulock (11670461),Ryan Pulock,11670461,D/UTIL,4500,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.53
,,,,,,,,,,C,Victor Rask (11669279),Victor Rask,11669279,C/UTIL,4500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,D,Mike Matheson (11670457),Mike Matheson,11670457,D/UTIL,4500,FLA@TB 11/21/2018 07:30PM ET,FLA,2.56
,,,,,,,,,,D,Jared Spurgeon (11670455),Jared Spurgeon,11670455,D/UTIL,4500,OTT@MIN 11/21/2018 08:00PM ET,MIN,2.52
,,,,,,,,,,RW,Pontus Aberg (11669791),Pontus Aberg,11669791,W/UTIL,4500,VAN@ANH 11/21/2018 10:00PM ET,ANH,2.48
,,,,,,,,,,C,J.T. Compher (11669289),J.T. Compher,11669289,C/UTIL,4500,COL@LA 11/21/2018 10:30PM ET,COL,3.3
,,,,,,,,,,LW,Ilya Kovalchuk (11669795),Ilya Kovalchuk,11669795,W/UTIL,4500,COL@LA 11/21/2018 10:30PM ET,LA,2.96
,,,,,,,,,,C,Nolan Patrick (11669287),Nolan Patrick,11669287,C/UTIL,4400,PHI@BUF 11/21/2018 07:30PM ET,PHI,2.59
,,,,,,,,,,D,Esa Lindell (11670463),Esa Lindell,11670463,D/UTIL,4400,DAL@PIT 11/21/2018 07:00PM ET,DAL,2.71
,,,,,,,,,,LW,Gustav Nyquist (11669797),Gustav Nyquist,11669797,W/UTIL,4400,BOS@DET 11/21/2018 07:30PM ET,DET,2.95
,,,,,,,,,,LW,Colton Sissons (11669799),Colton Sissons,11669799,W/UTIL,4400,STL@NSH 11/21/2018 08:00PM ET,NSH,2.38
,,,,,,,,,,C,Alexander Kerfoot (11669291),Alexander Kerfoot,11669291,C/UTIL,4400,COL@LA 11/21/2018 10:30PM ET,COL,2.62
,,,,,,,,,,D,Drew Doughty (11670465),Drew Doughty,11670465,D/UTIL,4400,COL@LA 11/21/2018 10:30PM ET,LA,2.85
,,,,,,,,,,LW,Conor Sheary (11669801),Conor Sheary,11669801,W/UTIL,4300,PHI@BUF 11/21/2018 07:30PM ET,BUF,2.51
,,,,,,,,,,RW,Artturi Lehkonen (11669803),Artturi Lehkonen,11669803,W/UTIL,4300,MON@NJ 11/21/2018 07:00PM ET,MON,2.48
,,,,,,,,,,LW,Brandon Saad (11669807),Brandon Saad,11669807,W/UTIL,4300,CHI@WAS 11/21/2018 07:00PM ET,CHI,2.84
,,,,,,,,,,RW,Justin Williams (11669805),Justin Williams,11669805,W/UTIL,4300,TOR@CAR 11/21/2018 07:00PM ET,CAR,2.85
,,,,,,,,,,RW,Anthony Mantha (11669811),Anthony Mantha,11669811,W/UTIL,4300,BOS@DET 11/21/2018 07:30PM ET,DET,2.58
,,,,,,,,,,D,Dennis Cholowski (11670471),Dennis Cholowski,11670471,D/UTIL,4300,BOS@DET 11/21/2018 07:30PM ET,DET,2.72
,,,,,,,,,,RW,Calle Jarnkrok (11669809),Calle Jarnkrok,11669809,W/UTIL,4300,STL@NSH 11/21/2018 08:00PM ET,NSH,2.28
,,,,,,,,,,C,Chris Tierney (11669293),Chris Tierney,11669293,C/UTIL,4300,OTT@MIN 11/21/2018 08:00PM ET,OTT,3.10
,,,,,,,,,,D,Colin Miller (11670467),Colin Miller,11670467,D/UTIL,4300,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.66
,,,,,,,,,,D,Brandon Montour (11670469),Brandon Montour,11670469,D/UTIL,4300,VAN@ANH 11/21/2018 10:00PM ET,ANH,2.75
,,,,,,,,,,C,Mikael Backlund (11669295),Mikael Backlund,11669295,C/UTIL,4300,WPG@CGY 11/21/2018 10:00PM ET,CGY,2.64
,,,,,,,,,,RW,Kyle Okposo (11669813),Kyle Okposo,11669813,W/UTIL,4200,PHI@BUF 11/21/2018 07:30PM ET,BUF,2.71
,,,,,,,,,,D,Rasmus Dahlin (11670481),Rasmus Dahlin,11670481,D/UTIL,4200,PHI@BUF 11/21/2018 07:30PM ET,BUF,2.17
,,,,,,,,,,D,Johnny Boychuk (11670475),Johnny Boychuk,11670475,D/UTIL,4200,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.24
,,,,,,,,,,C,David Krejci (11669297),David Krejci,11669297,C/UTIL,4200,BOS@DET 11/21/2018 07:30PM ET,BOS,2.38
,,,,,,,,,,D,Mattias Ekholm (11670477),Mattias Ekholm,11670477,D/UTIL,4200,STL@NSH 11/21/2018 08:00PM ET,NSH,2.90
,,,,,,,,,,D,Vince Dunn (11670479),Vince Dunn,11670479,D/UTIL,4200,STL@NSH 11/21/2018 08:00PM ET,STL,2.74
,,,,,,,,,,RW,Bobby Ryan (11669815),Bobby Ryan,11669815,W/UTIL,4200,OTT@MIN 11/21/2018 08:00PM ET,OTT,2.69
,,,,,,,,,,RW,Nino Niederreiter (11669819),Nino Niederreiter,11669819,W/UTIL,4200,OTT@MIN 11/21/2018 08:00PM ET,MIN,2.19
,,,,,,,,,,D,Maxime Lajoie (11670473),Maxime Lajoie,11670473,D/UTIL,4200,OTT@MIN 11/21/2018 08:00PM ET,OTT,2.86
,,,,,,,,,,LW,Clayton Keller (11669817),Clayton Keller,11669817,W/UTIL,4200,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.74
,,,,,,,,,,LW,Alex Iafallo (11669821),Alex Iafallo,11669821,W/UTIL,4200,COL@LA 11/21/2018 10:30PM ET,LA,2.38
,,,,,,,,,,D,Radko Gudas (11670483),Radko Gudas,11670483,D/UTIL,4100,PHI@BUF 11/21/2018 07:30PM ET,PHI,2.5
,,,,,,,,,,LW,Jimmy Vesey (11669823),Jimmy Vesey,11669823,W/UTIL,4100,NYI@NYR 11/21/2018 07:00PM ET,NYR,2.7
,,,,,,,,,,RW,Nick Schmaltz (11669831),Nick Schmaltz,11669831,W/UTIL,4100,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.8
,,,,,,,,,,LW,Andrei Svechnikov (11669829),Andrei Svechnikov,11669829,W/UTIL,4100,TOR@CAR 11/21/2018 07:00PM ET,CAR,2.35
,,,,,,,,,,C,Frans Nielsen (11669301),Frans Nielsen,11669301,C/UTIL,4100,BOS@DET 11/21/2018 07:30PM ET,DET,2.36
,,,,,,,,,,RW,Nick Bjugstad (11669825),Nick Bjugstad,11669825,W/UTIL,4100,FLA@TB 11/21/2018 07:30PM ET,FLA,2.39
,,,,,,,,,,D,Mikhail Sergachev (11670487),Mikhail Sergachev,11670487,D/UTIL,4100,FLA@TB 11/21/2018 07:30PM ET,TB,2.10
,,,,,,,,,,C,Kyle Turris (11669299),Kyle Turris,11669299,C/UTIL,4100,STL@NSH 11/21/2018 08:00PM ET,NSH,2.7
,,,,,,,,,,C,Tyler Bozak (11669303),Tyler Bozak,11669303,C/UTIL,4100,STL@NSH 11/21/2018 08:00PM ET,STL,2.47
,,,,,,,,,,RW,Jake Virtanen (11669827),Jake Virtanen,11669827,W/UTIL,4100,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.61
,,,,,,,,,,D,Josh Morrissey (11670485),Josh Morrissey,11670485,D/UTIL,4100,WPG@CGY 11/21/2018 10:00PM ET,WPG,2.55
,,,,,,,,,,LW,Oskar Lindblom (11669833),Oskar Lindblom,11669833,W/UTIL,4000,PHI@BUF 11/21/2018 07:30PM ET,PHI,2.25
,,,,,,,,,,D,Jake McCabe (11670493),Jake McCabe,11670493,D/UTIL,4000,PHI@BUF 11/21/2018 07:30PM ET,BUF,2.45
,,,,,,,,,,D,Brady Skjei (11670489),Brady Skjei,11670489,D/UTIL,4000,NYI@NYR 11/21/2018 07:00PM ET,NYR,2.47
,,,,,,,,,,LW,Tanner Pearson (11669835),Tanner Pearson,11669835,W/UTIL,4000,DAL@PIT 11/21/2018 07:00PM ET,PIT,1.15
,,,,,,,,,,D,Miro Heiskanen (11670499),Miro Heiskanen,11670499,D/UTIL,4000,DAL@PIT 11/21/2018 07:00PM ET,DAL,2.36
,,,,,,,,,,D,Jake Gardiner (11670497),Jake Gardiner,11670497,D/UTIL,4000,TOR@CAR 11/21/2018 07:00PM ET,TOR,2.10
,,,,,,,,,,D,Anton Stralman (11670495),Anton Stralman,11670495,D/UTIL,4000,FLA@TB 11/21/2018 07:30PM ET,TB,2.34
,,,,,,,,,,LW,David Perron (11669839),David Perron,11669839,W/UTIL,4000,STL@NSH 11/21/2018 08:00PM ET,STL,2.42
,,,,,,,,,,D,Colton Parayko (11670491),Colton Parayko,11670491,D/UTIL,4000,STL@NSH 11/21/2018 08:00PM ET,STL,2.79
,,,,,,,,,,C,Erik Haula (11669305),Erik Haula,11669305,C/UTIL,4000,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.15
,,,,,,,,,,C,Christian Dvorak (11669309),Christian Dvorak,11669309,C/UTIL,4000,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,RW,Markus Granlund (11669837),Markus Granlund,11669837,W/UTIL,4000,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.19
,,,,,,,,,,D,Derrick Pouliot (11670503),Derrick Pouliot,11670503,D/UTIL,4000,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.61
,,,,,,,,,,C,Bryan Little (11669307),Bryan Little,11669307,C/UTIL,4000,WPG@CGY 11/21/2018 10:00PM ET,WPG,2.18
,,,,,,,,,,D,Erik Johnson (11670501),Erik Johnson,11670501,D/UTIL,4000,COL@LA 11/21/2018 10:30PM ET,COL,2.5
,,,,,,,,,,C,Phillip Danault (11669315),Phillip Danault,11669315,C/UTIL,3900,MON@NJ 11/21/2018 07:00PM ET,MON,2.31
,,,,,,,,,,RW,Jesper Bratt (11669843),Jesper Bratt,11669843,W/UTIL,3900,MON@NJ 11/21/2018 07:00PM ET,NJ,2.5
,,,,,,,,,,D,Andy Greene (11670507),Andy Greene,11670507,D/UTIL,3900,MON@NJ 11/21/2018 07:00PM ET,NJ,2.71
