C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,C,Jason Dickinson (11669385),Jason Dickinson,11669385,C/UTIL,2900,DAL@PIT 11/21/2018 07:00PM ET,DAL,2
,,,,,,,,,,C,Riley Sheahan (11669393),Riley Sheahan,11669393,C/UTIL,2900,DAL@PIT 11/21/2018 07:00PM ET,PIT,1.31
,,,,,,,,,,RW,Tyler Pitlick (11669981),Tyler Pitlick,11669981,W/UTIL,2900,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.71
,,,,,,,,,,RW,Daniel Sprong (11669985),Daniel Sprong,11669985,W/UTIL,2900,DAL@PIT 11/21/2018 07:00PM ET,PIT,1.29
,,,,,,,,,,D,Julius Honka (11670667),Julius Honka,11670667,D/UTIL,2900,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.61
,,,,,,,,,,RW,Brett Connolly (11669965),Brett Connolly,11669965,W/UTIL,2900,CHI@WAS 11/21/2018 07:00PM ET,WAS,2.35
,,,,,,,,,,RW,Devante Smith-Pelly (11669971),Devante Smith-Pelly,11669971,W/UTIL,2900,CHI@WAS 11/21/2018 07:00PM ET,WAS,1.55
,,,,,,,,,,LW,Alexandre Fortin (11669987),Alexandre Fortin,11669987,W/UTIL,2900,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.59
,,,,,,,,,,D,Nikita Zaitsev (11670657),Nikita Zaitsev,11670657,D/UTIL,2900,TOR@CAR 11/21/2018 07:00PM ET,TOR,1.60
,,,,,,,,,,D,Justin Holl (11670665),Justin Holl,11670665,D/UTIL,2900,TOR@CAR 11/21/2018 07:00PM ET,TOR,0.5
,,,,,,,,,,LW,Anders Bjork (11669991),Anders Bjork,11669991,W/UTIL,2900,BOS@DET 11/21/2018 07:30PM ET,BOS,1.19
,,,,,,,,,,D,Niklas Kronwall (11670677),Niklas Kronwall,11670677,D/UTIL,2900,BOS@DET 11/21/2018 07:30PM ET,DET,1.5
,,,,,,,,,,C,Cedric Paquette (11669389),Cedric Paquette,11669389,C/UTIL,2900,FLA@TB 11/21/2018 07:30PM ET,TB,1.72
,,,,,,,,,,D,Mark Pysyk (11670671),Mark Pysyk,11670671,D/UTIL,2900,FLA@TB 11/21/2018 07:30PM ET,FLA,1.71
,,,,,,,,,,LW,Zach Sanford (11669969),Zach Sanford,11669969,W/UTIL,2900,STL@NSH 11/21/2018 08:00PM ET,STL,2.11
,,,,,,,,,,LW,Pat Maroon (11669975),Pat Maroon,11669975,W/UTIL,2900,STL@NSH 11/21/2018 08:00PM ET,STL,1.82
,,,,,,,,,,LW,Mikkel Boedker (11669979),Mikkel Boedker,11669979,W/UTIL,2900,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.90
,,,,,,,,,,RW,Brendan Perlini (11669983),Brendan Perlini,11669983,W/UTIL,2900,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.76
,,,,,,,,,,C,Brendan Gaunce (11669383),Brendan Gaunce,11669383,C/UTIL,2900,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.67
,,,,,,,,,,RW,Kevin Roy (11669963),Kevin Roy,11669963,W/UTIL,2900,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,RW,Patrick Eaves (11669973),Patrick Eaves,11669973,W/UTIL,2900,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.5
,,,,,,,,,,D,Christopher Tanev (11670651),Christopher Tanev,11670651,D/UTIL,2900,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.97
,,,,,,,,,,C,Adam Lowry (11669387),Adam Lowry,11669387,C/UTIL,2900,WPG@CGY 11/21/2018 10:00PM ET,WPG,1.92
,,,,,,,,,,C,Derek Ryan (11669391),Derek Ryan,11669391,C/UTIL,2900,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.28
,,,,,,,,,,D,Ben Chiarot (11670653),Ben Chiarot,11670653,D/UTIL,2900,WPG@CGY 11/21/2018 10:00PM ET,WPG,1.84
,,,,,,,,,,D,Michael Stone (11670673),Michael Stone,11670673,D/UTIL,2900,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.77
,,,,,,,,,,LW,Carl Hagelin (11669989),Carl Hagelin,11669989,W/UTIL,2900,COL@LA 11/21/2018 10:30PM ET,LA,1.60
,,,,,,,,,,D,Matt Hunwick (11670685),Matt Hunwick,11670685,D/UTIL,2800,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,D,Steven Santini (11670683),Steven Santini,11670683,D/UTIL,2800,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,C,Steven Fogarty (11669395),Steven Fogarty,11669395,C/UTIL,2800,NYI@NYR 11/21/2018 07:00PM ET,NYR,0.5
,,,,,,,,,,C,Matt Cullen (11669397),Matt Cullen,11669397,C/UTIL,2800,DAL@PIT 11/21/2018 07:00PM ET,PIT,1.58
,,,,,,,,,,LW,Zach Aston-Reese (11669999),Zach Aston-Reese,11669999,W/UTIL,2800,DAL@PIT 11/21/2018 07:00PM ET,PIT,1.17
,,,,,,,,,,RW,Blake Comeau (11670001),Blake Comeau,11670001,W/UTIL,2800,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.14
,,,,,,,,,,LW,Warren Foegele (11669995),Warren Foegele,11669995,W/UTIL,2800,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.8
,,,,,,,,,,RW,Thomas Vanek (11669997),Thomas Vanek,11669997,W/UTIL,2800,BOS@DET 11/21/2018 07:30PM ET,DET,1.62
,,,,,,,,,,RW,Noel Acciari (11670003),Noel Acciari,11670003,W/UTIL,2800,BOS@DET 11/21/2018 07:30PM ET,BOS,0.97
,,,,,,,,,,D,Danny DeKeyser (11670689),Danny DeKeyser,11670689,D/UTIL,2800,BOS@DET 11/21/2018 07:30PM ET,DET,1.88
,,,,,,,,,,LW,Colton Sceviour (11669993),Colton Sceviour,11669993,W/UTIL,2800,FLA@TB 11/21/2018 07:30PM ET,FLA,1.94
,,,,,,,,,,D,Erik Cernak (11670693),Erik Cernak,11670693,D/UTIL,2800,FLA@TB 11/21/2018 07:30PM ET,TB,1.75
,,,,,,,,,,C,Robert Thomas (11669399),Robert Thomas,11669399,C/UTIL,2800,STL@NSH 11/21/2018 08:00PM ET,STL,1.1
,,,,,,,,,,D,Robert Bortuzzo (11670691),Robert Bortuzzo,11670691,D/UTIL,2800,STL@NSH 11/21/2018 08:00PM ET,STL,1.8
,,,,,,,,,,D,Jacob Larsson (11670687),Jacob Larsson,11670687,D/UTIL,2800,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.77
,,,,,,,,,,D,Josh Mahura (11670695),Josh Mahura,11670695,D/UTIL,2800,VAN@ANH 11/21/2018 10:00PM ET,ANH,4
,,,,,,,,,,LW,Andrew Copp (11670005),Andrew Copp,11670005,W/UTIL,2800,WPG@CGY 11/21/2018 10:00PM ET,WPG,1
,,,,,,,,,,D,Sami Niku (11670679),Sami Niku,11670679,D/UTIL,2800,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,D,Paul LaDue (11670681),Paul LaDue,11670681,D/UTIL,2800,COL@LA 11/21/2018 10:30PM ET,LA,1.2
,,,,,,,,,,C,Vladimir Sobotka (11669409),Vladimir Sobotka,11669409,C/UTIL,2700,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.56
,,,,,,,,,,LW,Tage Thompson (11670037),Tage Thompson,11670037,W/UTIL,2700,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.04
,,,,,,,,,,D,Christian Folin (11670713),Christian Folin,11670713,D/UTIL,2700,PHI@BUF 11/21/2018 07:30PM ET,PHI,1.57
,,,,,,,,,,LW,Kenny Agostino (11670035),Kenny Agostino,11670035,W/UTIL,2700,MON@NJ 11/21/2018 07:00PM ET,MON,1.42
,,,,,,,,,,D,Eric Gryba (11670709),Eric Gryba,11670709,D/UTIL,2700,MON@NJ 11/21/2018 07:00PM ET,NJ,1.5
,,,,,,,,,,RW,Leo Komarov (11670007),Leo Komarov,11670007,W/UTIL,2700,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.03
,,,,,,,,,,RW,Matt Martin (11670009),Matt Martin,11670009,W/UTIL,2700,NYI@NYR 11/21/2018 07:00PM ET,NYI,1.91
,,,,,,,,,,RW,Ryan Strome (11670111),Ryan Strome,11670111,W/UTIL,2700,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.15
,,,,,,,,,,D,Brendan Smith (11670711),Brendan Smith,11670711,D/UTIL,2700,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.56
,,,,,,,,,,RW,Bryan Rust (11670013),Bryan Rust,11670013,W/UTIL,2700,DAL@PIT 11/21/2018 07:00PM ET,PIT,1.66
,,,,,,,,,,LW,Gemel Smith (11670027),Gemel Smith,11670027,W/UTIL,2700,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.15
,,,,,,,,,,D,Roman Polak (11670701),Roman Polak,11670701,D/UTIL,2700,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.69
,,,,,,,,,,D,Chad Ruhwedel (11670721),Chad Ruhwedel,11670721,D/UTIL,2700,DAL@PIT 11/21/2018 07:00PM ET,PIT,0.96
,,,,,,,,,,LW,Chandler Stephenson (11670029),Chandler Stephenson,11670029,W/UTIL,2700,CHI@WAS 11/21/2018 07:00PM ET,WAS,1.15
,,,,,,,,,,D,Gustav Forsling (11670699),Gustav Forsling,11670699,D/UTIL,2700,CHI@WAS 11/21/2018 07:00PM ET,CHI,2.5
,,,,,,,,,,D,Madison Bowey (11670703),Madison Bowey,11670703,D/UTIL,2700,CHI@WAS 11/21/2018 07:00PM ET,WAS,1.5
,,,,,,,,,,RW,Phillip Di Giuseppe (11670021),Phillip Di Giuseppe,11670021,W/UTIL,2700,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.36
,,,,,,,,,,C,Jakob Forsbacka Karlsson (11669403),Jakob Forsbacka Karlsson,11669403,C/UTIL,2700,BOS@DET 11/21/2018 07:30PM ET,BOS,0.9
,,,,,,,,,,LW,Evgeny Svechnikov (11670011),Evgeny Svechnikov,11670011,W/UTIL,2700,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,D,John Moore (11670725),John Moore,11670725,D/UTIL,2700,BOS@DET 11/21/2018 07:30PM ET,BOS,1.5
,,,,,,,,,,C,Jared McCann (11669401),Jared McCann,11669401,C/UTIL,2700,FLA@TB 11/21/2018 07:30PM ET,FLA,1.82
,,,,,,,,,,RW,Rocco Grimaldi (11670023),Rocco Grimaldi,11670023,W/UTIL,2700,STL@NSH 11/21/2018 08:00PM ET,NSH,1.25
,,,,,,,,,,LW,Nikita Soshnikov (11670033),Nikita Soshnikov,11670033,W/UTIL,2700,STL@NSH 11/21/2018 08:00PM ET,STL,0.38
,,,,,,,,,,D,Dan Hamhuis (11670717),Dan Hamhuis,11670717,D/UTIL,2700,STL@NSH 11/21/2018 08:00PM ET,NSH,1.05
,,,,,,,,,,RW,Marian Gaborik (11670025),Marian Gaborik,11670025,W/UTIL,2700,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,D,Chris Wideman (11670707),Chris Wideman,11670707,D/UTIL,2700,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.79
,,,,,,,,,,C,Ryan Carpenter (11669405),Ryan Carpenter,11669405,C/UTIL,2700,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.18
,,,,,,,,,,LW,Tomas Nosek (11670031),Tomas Nosek,11670031,W/UTIL,2700,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.18
,,,,,,,,,,D,Deryk Engelland (11670697),Deryk Engelland,11670697,D/UTIL,2700,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.53
,,,,,,,,,,C,Adam Gaudette (11669407),Adam Gaudette,11669407,C/UTIL,2700,VAN@ANH 11/21/2018 10:00PM ET,VAN,0.94
,,,,,,,,,,LW,Darren Archibald (11670019),Darren Archibald,11670019,W/UTIL,2700,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.25
,,,,,,,,,,LW,Tim Schaller (11670039),Tim Schaller,11670039,W/UTIL,2700,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.02
,,,,,,,,,,D,Korbinian Holzer (11670705),Korbinian Holzer,11670705,D/UTIL,2700,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,D,Marcus Pettersson (11670723),Marcus Pettersson,11670723,D/UTIL,2700,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.9
,,,,,,,,,,RW,Austin Czarnik (11670017),Austin Czarnik,11670017,W/UTIL,2700,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.83
,,,,,,,,,,D,Juuso Valimaki (11670715),Juuso Valimaki,11670715,D/UTIL,2700,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.68
,,,,,,,,,,RW,Trevor Lewis (11670015),Trevor Lewis,11670015,W/UTIL,2700,COL@LA 11/21/2018 10:30PM ET,LA,1.76
,,,,,,,,,,D,Derek Forbort (11670719),Derek Forbort,11670719,D/UTIL,2700,COL@LA 11/21/2018 10:30PM ET,LA,1.13
,,,,,,,,,,C,Johan Larsson (11669433),Johan Larsson,11669433,C/UTIL,2600,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.17
,,,,,,,,,,C,Corban Knight (11669439),Corban Knight,11669439,C/UTIL,2600,PHI@BUF 11/21/2018 07:30PM ET,PHI,0.5
,,,,,,,,,,RW,Patrik Berglund (11670047),Patrik Berglund,11670047,W/UTIL,2600,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.47
,,,,,,,,,,LW,Michael Raffl (11670063),Michael Raffl,11670063,W/UTIL,2600,PHI@BUF 11/21/2018 07:30PM ET,PHI,1
,,,,,,,,,,D,Casey Nelson (11670781),Casey Nelson,11670781,D/UTIL,2600,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.4
,,,,,,,,,,RW,Joey Anderson (11670051),Joey Anderson,11670051,W/UTIL,2600,MON@NJ 11/21/2018 07:00PM ET,NJ,1.55
,,,,,,,,,,RW,Drew Stafford (11670075),Drew Stafford,11670075,W/UTIL,2600,MON@NJ 11/21/2018 07:00PM ET,NJ,1
,,,,,,,,,,D,Karl Alzner (11670741),Karl Alzner,11670741,D/UTIL,2600,MON@NJ 11/21/2018 07:00PM ET,MON,1.08
,,,,,,,,,,D,Victor Mete (11670813),Victor Mete,11670813,D/UTIL,2600,MON@NJ 11/21/2018 07:00PM ET,MON,1.26
,,,,,,,,,,C,Stephen Gionta (11669441),Stephen Gionta,11669441,C/UTIL,2600,NYI@NYR 11/21/2018 07:00PM ET,NYI,0.33
,,,,,,,,,,LW,Cody McLeod (11670093),Cody McLeod,11670093,W/UTIL,2600,NYI@NYR 11/21/2018 07:00PM ET,NYR,0.63
,,,,,,,,,,D,Dennis Seidenberg (11670765),Dennis Seidenberg,11670765,D/UTIL,2600,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,D,Luca Sbisa (11670785),Luca Sbisa,11670785,D/UTIL,2600,NYI@NYR 11/21/2018 07:00PM ET,NYI,0.9
,,,,,,,,,,C,Derek Grant (11669425),Derek Grant,11669425,C/UTIL,2600,DAL@PIT 11/21/2018 07:00PM ET,PIT,0.61
,,,,,,,,,,LW,Mattias Janmark (11670067),Mattias Janmark,11670067,W/UTIL,2600,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.31
,,,,,,,,,,RW,Brett Ritchie (11670089),Brett Ritchie,11670089,W/UTIL,2600,DAL@PIT 11/21/2018 07:00PM ET,DAL,0.62
,,,,,,,,,,D,Joel Hanley (11670753),Joel Hanley,11670753,D/UTIL,2600,DAL@PIT 11/21/2018 07:00PM ET,DAL,0.6
,,,,,,,,,,D,Juuso Riikola (11670763),Juuso Riikola,11670763,D/UTIL,2600,DAL@PIT 11/21/2018 07:00PM ET,PIT,1.44
,,,,,,,,,,D,Marc Methot (11670805),Marc Methot,11670805,D/UTIL,2600,DAL@PIT 11/21/2018 07:00PM ET,DAL,0.72
,,,,,,,,,,C,Luke Johnson (11669443),Luke Johnson,11669443,C/UTIL,2600,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.17
,,,,,,,,,,LW,John Hayden (11670071),John Hayden,11670071,W/UTIL,2600,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.11
,,,,,,,,,,D,Jonas Siegenthaler (11670761),Jonas Siegenthaler,11670761,D/UTIL,2600,CHI@WAS 11/21/2018 07:00PM ET,WAS,1.25
,,,,,,,,,,D,Brandon Davidson (11670795),Brandon Davidson,11670795,D/UTIL,2600,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.07
,,,,,,,,,,D,Christian Djoos (11670801),Christian Djoos,11670801,D/UTIL,2600,CHI@WAS 11/21/2018 07:00PM ET,WAS,0.97
,,,,,,,,,,C,Frederik Gauthier (11669447),Frederik Gauthier,11669447,C/UTIL,2600,TOR@CAR 11/21/2018 07:00PM ET,TOR,0.75
,,,,,,,,,,RW,Valentin Zykov (11670055),Valentin Zykov,11670055,W/UTIL,2600,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.04
,,,,,,,,,,RW,Josh Leivo (11670061),Josh Leivo,11670061,W/UTIL,2600,TOR@CAR 11/21/2018 07:00PM ET,TOR,1.26
,,,,,,,,,,D,Travis Dermott (11670737),Travis Dermott,11670737,D/UTIL,2600,TOR@CAR 11/21/2018 07:00PM ET,TOR,1.42
,,,,,,,,,,D,Martin Marincin (11670773),Martin Marincin,11670773,D/UTIL,2600,TOR@CAR 11/21/2018 07:00PM ET,TOR,0.67
,,,,,,,,,,D,Igor Ozhiganov (11670807),Igor Ozhiganov,11670807,D/UTIL,2600,TOR@CAR 11/21/2018 07:00PM ET,TOR,0.85
,,,,,,,,,,C,Sean Kuraly (11669415),Sean Kuraly,11669415,C/UTIL,2600,BOS@DET 11/21/2018 07:30PM ET,BOS,1.48
,,,,,,,,,,RW,Wade Megan (11670095),Wade Megan,11670095,W/UTIL,2600,BOS@DET 11/21/2018 07:30PM ET,DET,0.83
,,,,,,,,,,D,Jonathan Ericsson (11670739),Jonathan Ericsson,11670739,D/UTIL,2600,BOS@DET 11/21/2018 07:30PM ET,DET,1.67
,,,,,,,,,,D,Brandon Carlo (11670749),Brandon Carlo,11670749,D/UTIL,2600,BOS@DET 11/21/2018 07:30PM ET,BOS,1.41
,,,,,,,,,,D,Luke Witkowski (11670757),Luke Witkowski,11670757,D/UTIL,2600,BOS@DET 11/21/2018 07:30PM ET,DET,1
,,,,,,,,,,D,Urho Vaakanainen (11670769),Urho Vaakanainen,11670769,D/UTIL,2600,BOS@DET 11/21/2018 07:30PM ET,BOS,0.5
,,,,,,,,,,C,Derek MacKenzie (11669423),Derek MacKenzie,11669423,C/UTIL,2600,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,LW,Dryden Hunt (11670045),Dryden Hunt,11670045,W/UTIL,2600,FLA@TB 11/21/2018 07:30PM ET,FLA,2
,,,,,,,,,,LW,Micheal Haley (11670087),Micheal Haley,11670087,W/UTIL,2600,FLA@TB 11/21/2018 07:30PM ET,FLA,5
,,,,,,,,,,D,MacKenzie Weegar (11670727),MacKenzie Weegar,11670727,D/UTIL,2600,FLA@TB 11/21/2018 07:30PM ET,FLA,1.67
,,,,,,,,,,D,Bogdan Kiselevich (11670797),Bogdan Kiselevich,11670797,D/UTIL,2600,FLA@TB 11/21/2018 07:30PM ET,FLA,1.1
,,,,,,,,,,C,Ivan Barbashev (11669437),Ivan Barbashev,11669437,C/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,STL,1.09
,,,,,,,,,,C,Zac Rinaldo (11669445),Zac Rinaldo,11669445,C/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,NSH,0.73
,,,,,,,,,,C,Frederick Gaudreau (11669449),Frederick Gaudreau,11669449,C/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,NSH,0.25
,,,,,,,,,,D,Jay Bouwmeester (11670743),Jay Bouwmeester,11670743,D/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,STL,1.5
,,,,,,,,,,D,Anthony Bitetto (11670755),Anthony Bitetto,11670755,D/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,NSH,1.33
,,,,,,,,,,D,Matt Irwin (11670759),Matt Irwin,11670759,D/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,NSH,1
,,,,,,,,,,D,Yannick Weber (11670775),Yannick Weber,11670775,D/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,NSH,1.10
,,,,,,,,,,D,Carl Gunnarsson (11670783),Carl Gunnarsson,11670783,D/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,STL,1
,,,,,,,,,,D,Jordan Schmaltz (11670791),Jordan Schmaltz,11670791,D/UTIL,2600,STL@NSH 11/21/2018 08:00PM ET,STL,1.12
,,,,,,,,,,LW,Marcus Foligno (11670053),Marcus Foligno,11670053,W/UTIL,2600,OTT@MIN 11/21/2018 08:00PM ET,MIN,1.33
,,,,,,,,,,LW,Matt Hendricks (11670065),Matt Hendricks,11670065,W/UTIL,2600,OTT@MIN 11/21/2018 08:00PM ET,MIN,0.56
,,,,,,,,,,D,Greg Pateryn (11670745),Greg Pateryn,11670745,D/UTIL,2600,OTT@MIN 11/21/2018 08:00PM ET,MIN,1.24
,,,,,,,,,,D,Mark Borowiecki (11670751),Mark Borowiecki,11670751,D/UTIL,2600,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.69
,,,,,,,,,,D,Christian Jaros (11670787),Christian Jaros,11670787,D/UTIL,2600,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.37
,,,,,,,,,,D,Ben Harpur (11670803),Ben Harpur,11670803,D/UTIL,2600,OTT@MIN 11/21/2018 08:00PM ET,OTT,1
,,,,,,,,,,C,Oscar Lindberg (11669421),Oscar Lindberg,11669421,C/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,VGK,0.69
,,,,,,,,,,C,Josh Archibald (11669431),Josh Archibald,11669431,C/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,ARI,0.83
,,,,,,,,,,LW,Lawson Crouse (11670043),Lawson Crouse,11670043,W/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.61
,,,,,,,,,,LW,Mario Kempe (11670049),Mario Kempe,11670049,W/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,ARI,0.88
,,,,,,,,,,D,Jon Merrill (11670731),Jon Merrill,11670731,D/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.47
,,,,,,,,,,D,Jason Demers (11670747),Jason Demers,11670747,D/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.42
,,,,,,,,,,D,Dakota Mermis (11670771),Dakota Mermis,11670771,D/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,D,Robbie Russo (11670777),Robbie Russo,11670777,D/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,D,Ilya Lyubushkin (11670799),Ilya Lyubushkin,11670799,D/UTIL,2600,VGK@ARI 11/21/2018 09:00PM ET,ARI,0.89
,,,,,,,,,,RW,Corey Perry (11669411),Corey Perry,11669411,W/UTIL,2600,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,C,Sam Gagner (11669413),Sam Gagner,11669413,C/UTIL,2600,VAN@ANH 11/21/2018 10:00PM ET,VAN,1
,,,,,,,,,,C,Carter Rowney (11669427),Carter Rowney,11669427,C/UTIL,2600,VAN@ANH 11/21/2018 10:00PM ET,ANH,1
,,,,,,,,,,C,Jay Beagle (11669429),Jay Beagle,11669429,C/UTIL,2600,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.3
,,,,,,,,,,LW,Tyler Motte (11670041),Tyler Motte,11670041,W/UTIL,2600,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.86
,,,,,,,,,,D,Andy Welinski (11670735),Andy Welinski,11670735,D/UTIL,2600,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.31
,,,,,,,,,,C,Jack Roslovic (11669419),Jack Roslovic,11669419,C/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,WPG,0.75
,,,,,,,,,,RW,Mathieu Perreault (11670057),Mathieu Perreault,11670057,W/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,WPG,1.32
,,,,,,,,,,LW,Brendan Lemieux (11670069),Brendan Lemieux,11670069,W/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,WPG,0.5
,,,,,,,,,,LW,Nic Petan (11670081),Nic Petan,11670081,W/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,WPG,0.5
,,,,,,,,,,RW,Kristian Vesalainen (11670085),Kristian Vesalainen,11670085,W/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,WPG,0.6
,,,,,,,,,,D,Dmitry Kulikov (11670733),Dmitry Kulikov,11670733,D/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,WPG,0.83
,,,,,,,,,,D,Dalton Prout (11670779),Dalton Prout,11670779,D/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.5
,,,,,,,,,,D,Joe Morrow (11670825),Joe Morrow,11670825,D/UTIL,2600,WPG@CGY 11/21/2018 10:00PM ET,WPG,1.07
,,,,,,,,,,C,Adrian Kempe (11669417),Adrian Kempe,11669417,C/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,LA,1.45
,,,,,,,,,,C,Gabriel Vilardi (11669435),Gabriel Vilardi,11669435,C/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,LA,0
,,,,,,,,,,LW,Marko Dano (11670059),Marko Dano,11670059,W/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,COL,0.38
,,,,,,,,,,LW,Jonny Brodzinski (11670073),Jonny Brodzinski,11670073,W/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,LA,0
,,,,,,,,,,RW,Gabriel Bourque (11670077),Gabriel Bourque,11670077,W/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,COL,1.18
,,,,,,,,,,LW,Matt Nieto (11670079),Matt Nieto,11670079,W/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,COL,1.24
,,,,,,,,,,RW,Matt Luff (11670083),Matt Luff,11670083,W/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,LA,1.33
,,,,,,,,,,RW,Michael Amadio (11670091),Michael Amadio,11670091,W/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,LA,0.73
,,,,,,,,,,D,Mark Barberio (11670729),Mark Barberio,11670729,D/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,COL,1.17
,,,,,,,,,,D,Patrik Nemeth (11670767),Patrik Nemeth,11670767,D/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,COL,1.57
,,,,,,,,,,D,Conor Timmins (11670789),Conor Timmins,11670789,D/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,D,Oscar Fantenberg (11670793),Oscar Fantenberg,11670793,D/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,LA,1.04
